测站点,观测方向,测回数,半测回标志,方位角,竖直角,距离,测站高,棱镜高, 
5,1,1,L,999999,1.557373290406017,14.994006,1.456,1.452,,1.5708129316634745,1.5573656848913946,14.9942461875,
5,1,1,L,999999,1.5573635941323947,14.994206,1.456,1.452,,
5,1,1,R,999999,1.5574411643213724,14.994306,1.456,1.452,,
5,1,1,R,999999,1.5573732904060178,14.994106,1.456,1.452,,
5,1,2,L,999999,1.5573500193493237,14.994406,1.456,1.452,,
5,1,2,L,9.211459941081183e-06,1.5573485649082803,14.994319,1.456,1.452,,
5,1,2,R,1.2120342027799318e-05,1.5573829866796391,14.994019,1.456,1.452,,
5,1,2,R,5.429913228427452e-05,1.557342262330426,14.994219,1.456,1.452,,
5,1,3,L,999999,1.5573698967102492,14.994619,1.456,1.452,,
5,1,3,L,999999,1.5573364445662525,14.994019,1.456,1.452,,
5,1,3,R,999999,1.5573655333871192,14.994219,1.456,1.452,,
5,1,3,R,999999,1.5573568067408585,14.994319,1.456,1.452,,
5,1,4,L,999999,1.5573451712125126,14.994219,1.456,1.452,,
5,1,4,L,999999,1.557365533387119,14.994219,1.456,1.452,,
5,1,4,R,999999,1.5573456560261931,14.994319,1.456,1.452,,
5,1,4,R,999999,1.5573907436985372,14.994419,1.456,1.452,,
5,2,1,L,0.9552346984679732,1.6083097549981094,28.354278,1.456,1.522,,0.955252151760493,1.608328844536803,28.354406125,
5,2,1,R,0.9552613632204343,1.6083330260548028,28.354178,1.456,1.522,,
5,2,2,L,0.9552642721025209,1.6083107246254713,28.354678,1.456,1.522,,
5,2,2,R,0.9552642721025206,1.6083461160241923,28.354103,1.456,1.522,,
5,2,3,L,0.9552540910152176,1.6083107246254713,28.354503,1.456,1.522,,
5,2,3,R,0.9552511821331304,1.6083427223284241,28.354603,1.456,1.522,,
5,2,4,L,0.9552453643689576,1.6083209057127748,28.354203,1.456,1.522,,
5,2,4,R,0.9552419706731898,1.6083567819251776,28.354703,1.456,1.522,,
5,3,1,L,1.9243549455766047,1.5931108460953256,35.571525,1.456,1.595,,1.9243492490158516,1.5931224210219619,35.5714575,
