测站点,观测方向,测回数,半测回标志,水平方向,,,垂直方向,,,距离,棱镜高,测站高,,
,,,R,243,54,43.10000000013815,268,4,26.200000000071668,28.280152,1.498,1.474 
,5,1,L,93,21,34.39999999996189,90,52,23.699999999995498,14.994832,1.463,1.474 
,,,R,273,21,36.80000000014388,269,7,23.499999999971806,14.994632,1.463,1.474 
,,2,L,93,20,1.999999999964075,90,52,24.400000000001683,14.994932,1.463,1.474 
,,,R,273,19,59.09999999995307,269,7,38.999999999991815,14.994532,1.463,1.474 
,,3,L,93,19,40.90000000004807,90,52,9.999999999984084,14.995332,1.463,1.474 
,,,R,273,19,42.600000000070395,269,7,43.400000000001455,14.994732,1.463,1.474 
,,4,L,93,19,32.89999999997008,90,52,16.69999999998481,14.995232,1.463,1.474 
,,,R,273,20,14.999999999918145,269,7,24.70000000001164,14.995246,1.463,1.474 
2,3,1,L,0,0,1.7999999999999998,89,31,32.700000000007776,30.444682,1.595,1.546 
,,,L,359,59,48.500000000044565,89,31,34.9000000000126,30.445382,1.595,1.546 
,,,R,179,59,57.699999999906595,270,28,23.29999999987649,30.444682,1.595,1.546 
,,,R,179,59,41.39999999999645,270,28,22.099999999836655,30.444582,1.595,1.546 
,,2,L,359,59,47.900000000126965,89,31,43.69999999998072,30.444882,1.595,1.546 
,,,L,359,59,49.599999999995816,89,31,40.999999999993406,30.444682,1.595,1.546 
,,,R,179,59,54.49999999993679,270,28,20.699999999824286,30.444482,1.595,1.546 
,,,R,179,59,46.49999999990996,270,28,20.900000000001455,30.444582,1.595,1.546 
,,3,L,359,59,39.700000000025284,89,31,41.899999999972124,30.444682,1.595,1.546 
,,,L,359,59,24.30000000009386,89,31,24.90000000000464,30.445382,1.595,1.546 
,,,R,179,59,45.59999999993124,270,28,17.7999999999156,30.444482,1.595,1.546 
,,,R,179,59,36.79999999991196,270,28,14.299999999884676,30.444782,1.595,1.546 
,,4,L,0,0,25.7,89,31,27.400000000019418,30.444982,1.595,1.546 
,,,L,359,59,43.40000000002874,89,31,35.40000000004625,30.444982,1.595,1.546 
,,,R,179,59,35.09999999994079,270,28,24.299999999943793,30.444682,1.595,1.546 
,,,R,179,59,45.499999999944976,270,28,24.799999999977445,30.444782,1.595,1.546 
,4,1,L,39,13,28.700000000004593,89,19,20.3999999999985,27.584208,1.498,1.546 
,,,R,219,13,37.39999999998645,270,38,40.899999999983265,27.582308,1.498,1.546 
,,2,L,39,13,24.60000000000491,89,21,7.199999999962756,27.582908,1.498,1.546 
,,,R,219,13,30.69999999998572,270,38,46.09999999988304,27.582308,1.498,1.546 
,,3,L,39,13,16.000000000009322,89,21,34.299999999975626,27.582808,1.498,1.546 
,,,R,219,13,20.19999999999527,270,38,29.900000000061482,27.582608,1.498,1.546 
,,4,L,39,13,20.700000000003342,89,20,59.199999999987085,27.583208,1.498,1.546 
,,,R,219,13,19.69999999996162,270,38,29.99999999994543,27.582808,1.498,1.546 
,5,1,L,74,21,38.499999999961574,87,54,53.50000000004002,28.352328,1.498,1.546 
,,,R,254,21,52.89999999997917,272,5,14.89999999982956,28.352228,1.463,1.546 
,,2,L,74,21,41.799999999968804,87,54,51.400000000021464,28.352428,1.463,1.546 
,,,R,254,21,49.09999999998945,272,5,13.899999999966894,28.352028,1.463,1.546 
,,3,L,74,21,30.700000000009595,87,54,51.70000000003142,28.352228,1.463,1.546 
,,,R,254,21,39.09999999993033,272,5,2.4000000000114596,28.352328,1.463,1.546 
,,4,L,74,21,40.80000000000382,87,54,49.30000000000291,28.352428,1.463,1.546 
,,,R,254,21,51.30000000009659,272,5,6.100000000014916,28.352428,1.463,1.546 
,1,1,L,106,14,55.30000000003156,86,56,0.20000000003733476,23.206296,1.462,1.546 
,,,R,286,14,58.59999999998763,273,4,7.299999999904685,23.206196,1.462,1.546 
,,2,L,106,14,57.00000000000273,86,55,46.30000000000223,23.206196,1.462,1.546 
,,,R,286,14,52.59999999999309,273,4,4.5999999999685315,23.206096,1.462,1.546 
,,3,L,106,14,38.39999999999918,86,56,1.7000000000359705,23.206296,1.462,1.546 
,,,R,286,14,56.299999999996544,273,4,4.399999999995998,23.205996,1.462,1.546 
,,4,L,106,14,52.100000000010596,86,55,49.699999999995725,23.206696,1.462,1.546 
,,,R,286,14,52.00000000007549,273,3,58.09999999994034,23.206196,1.462,1.546 
3,4,1,L,0,0,0.3,89,54,11.900000000023283,19.661322,1.498,1.605 
,,,L,359,59,51.19999999998072,89,54,34.10000000004402,19.661522,1.498,1.605 
,,,R,179,59,53.19999999991069,270,5,33.99999999996908,19.661122,1.498,1.605 
,,,R,179,59,59.300000000096134,270,5,21.19999999988522,19.661522,1.498,1.605 
,,2,L,359,59,57.10000000009131,89,54,28.900000000041928,19.661722,1.498,1.605 
,,,L,359,59,59.8000000002321,89,54,24.900000000028513,19.661422,1.498,1.605 
,,,R,179,51,39.39999999999145,270,5,34.19999999994161,19.661522,1.498,1.605 
,,,R,179,51,41.09999999996262,270,5,33.39999999984684,19.661522,1.498,1.605 
,,3,L,359,51,40.80000000000382,89,54,28.50000000009686,19.661722,1.498,1.605 
,,,L,359,51,31.700000000128057,89,54,28.50000000009686,19.661622,1.498,1.605 
,,,R,179,51,46.00000000000591,270,5,44.99999999989086,19.661322,1.498,1.605 
,,,R,179,51,31.299999999978354,270,5,33.499999999935426,19.661039,1.498,1.605 
,,4,L,359,51,39.20000000001892,89,54,21.500000000035016,19.661539,1.498,1.605 
,,,L,359,51,5.000000000009095,89,54,43.70000000000459,19.661339,1.498,1.605 
,,,R,179,51,30.699999999958436,270,5,52.49999999998636,19.661539,1.498,1.605 
,,,R,179,51,16.299999999991996,270,5,23.39999999999236,19.661439,1.498,1.605 
,5,1,L,12,23,38.49999999999952,88,47,5.699999999977763,35.572244,1.463,1.605 
,,,R,192,23,53.6999999999648,271,12,55.30000000003838,35.571844,1.463,1.605 
,,2,L,12,23,42.89999999999637,88,47,4.899999999985312,35.572044,1.463,1.605 
,,,R,192,15,29.999999999972715,271,12,44.9000000000342,35.571944,1.463,1.605 
,,3,L,12,15,27.999999999997982,88,47,6.699999999993906,35.571944,1.463,1.605 
,,,R,192,15,32.09999999999127,271,12,53.59999999996489,35.571775,1.463,1.605 
,,4,L,12,15,18.499999999998096,88,47,15.399999999975762,35.571875,1.463,1.605 
,,,R,192,15,46.49999999995771,271,12,38.099999999944885,35.571875,1.463,1.605 
,1,1,L,31,26,19.599999999982174,88,43,3.4000000000003183,43.129445,1.462,1.605 
,,,R,211,26,29.199999999993906,271,16,50.399999999981446,43.129545,1.462,1.605 
,,2,L,31,26,25.899999999999466,88,43,6.700000000007549,43.129445,1.462,1.605 
,,,R,211,18,10.500000000031378,271,16,38.79999999993743,43.129645,1.462,1.605 
,,3,L,31,18,5.900000000010834,88,43,10.499999999997272,43.129045,1.462,1.605 
,,,R,211,18,5.200000000043019,271,16,40.39999999992233,43.129682,1.462,1.605 
,,4,L,31,17,59.500000000020066,88,43,18.30000000000041,43.129582,1.462,1.605 
,,,R,211,17,48.80000000004429,271,16,52.19999999993888,43.129682,1.462,1.605 
,2,1,L,62,30,19.399999999995998,90,34,20.299999999961074,30.445108,1.527,1.605 
,,,R,242,30,7.600000000081764,269,25,42.500000000063665,30.445108,1.527,1.605 
,,2,L,62,30,22.600000000016962,90,34,29.20000000001778,30.444908,1.527,1.605 
,,,R,242,22,1.099999999978536,269,25,46.20000000006712,30.444908,1.527,1.605 
,,3,L,62,21,52.1000000000123,90,34,14.00000000000773,30.445308,1.527,1.605 
,,,R,242,22,2.8999999999359716,269,25,42.60000000015225,30.445034,1.527,1.605 
,,4,L,62,21,48.20000000001073,90,34,19.20000000006098,30.445034,1.527,1.605 
,,,R,242,21,47.50000000000455,269,25,39.90000000001146,30.445034,1.527,1.605 
4,5,1,L,179,59,55.499999999901775,87,38,33.20000000001755,16.905449,1.463,1.543 
,,,L,179,59,54.79999999999791,87,38,36.10000000007972,16.905249,1.463,1.543 
,,,R,0,0,0.8000000000000002,272,21,26.4000000001397,16.905263,1.463,1.543 
,,,R,359,59,57.600000000124965,272,21,15.200000000040745,16.904963,1.595,1.543 
,,2,L,179,59,54.29999999996426,87,38,38.400000000019645,16.905149,1.463,1.543 
,,,L,179,59,56.79999999992788,87,38,33.00000000004502,16.905349,1.463,1.543 
,,,R,0,0,2.6999999999999993,272,21,19.500000000166438,16.905149,1.463,1.543 
,,,R,0,0,1.6000000000000003,272,21,15.800000000162981,16.905149,1.463,1.543 
,,3,L,179,59,55.59999999999036,87,38,59.9000000000342,16.905149,1.463,1.543 
,,,L,180,0,2.49999999996362,87,38,31.000000000012733,16.905134,1.463,1.543 
,,,R,0,0,2.0,272,21,25.800000000017462,16.904734,1.463,1.543 
,,,R,359,59,57.00000000000273,272,21,17.900000000181535,16.904834,1.463,1.543 
,,4,L,179,59,45.59999999993124,87,38,37.4000000000035,16.904934,1.463,1.543 
,,,L,179,59,30.39999999997235,87,38,27.900000000029195,16.905034,1.463,1.543 
,,,R,359,59,50.10000000002947,272,21,20.200000000172622,16.904734,1.463,1.543 
,,,R,359,59,20.900000000151522,272,21,28.500000000158252,16.904719,1.463,1.543 
,1,1,L,205,50,41.99999999999591,88,9,59.900000000030786,28.280551,1.462,1.543 
,,,R,25,50,45.79999999999842,271,50,8.20000000003347,28.280375,1.462,1.543 
,,2,L,205,50,47.299999999984266,88,9,59.700000000007094,28.280651,1.462,1.543 
,,,R,25,50,56.400000000000716,271,50,5.599999999981264,28.280351,1.462,1.543 
,,3,L,205,50,43.700000000069394,88,9,51.00000000002524,28.280551,1.462,1.543 
,,,R,25,50,49.60000000000093,271,50,20.90000000002874,28.280126,1.462,1.543 
,,4,L,205,50,18.10000000010632,88,9,58.600000000004684,28.280326,1.462,1.543 
,,,R,25,50,28.599999999994452,271,50,24.600000000032196,28.280302,1.462,1.543 
,2,1,L,254,51,28.599999999939882,90,45,14.500000000003865,27.583632,1.527,1.543 
,,,R,74,51,30.399999999999636,269,14,53.200000000115324,27.583456,1.527,1.543 
,,2,L,254,51,31.700000000128057,90,45,0.0,27.583332,1.527,1.543 
,,,R,74,51,31.500000000002046,269,14,52.70000000008167,27.583132,1.527,1.543 
,,3,L,254,51,36.200000000123964,90,45,7.000000000010687,27.583208,1.527,1.543 
,,,R,74,51,56.999999999978854,269,14,29.60000000008222,27.583308,1.527,1.543 
,,4,L,254,51,14.400000000048294,90,45,4.400000000009641,27.583208,1.527,1.543 
,,,R,74,51,19.099999999965576,269,14,54.70000000001164,27.583308,1.527,1.543 
,3,1,L,333,7,23.90000000012151,90,15,16.499999999984993,19.661622,1.595,1.543 
,,,R,153,7,28.400000000015098,269,45,2.1000000000185537,19.661439,1.595,1.543 
,,2,L,333,7,24.50000000003911,90,15,5.2999999999883585,19.661622,1.595,1.543 
,,,R,153,7,29.1000000001236,269,44,55.09999999995671,19.661722,1.595,1.543 
,,3,L,333,7,24.000000000005457,90,15,5.500000000012051,19.661605,1.527,1.543 
,,,R,153,7,22.100000000061755,269,45,0.19999999997253326,19.661705,1.595,1.543 
,,4,L,333,7,10.200000000058935,90,15,8.800000000019281,19.661505,1.595,1.543 
,,,R,153,7,8.399999999999181,269,44,44.000000000150976,19.661505,1.595,1.543 
