测站点,观测方向,测回数,半测回标志,方位角,竖直角,距离,测站高,棱镜高,平差站点序号, 
1,5,3,L,335980.9,-3130.0,14.995332,1.474,1.463,1
1,5,3,R,335982.6,-3136.5999999999767,14.994732,1.474,1.463,1
1,5,4,L,999999,-3136.7000000000116,14.995232,1.474,1.463,1
1,5,4,R,999999,-3155.3000000000466,14.995246,1.474,1.463,1
2,3,1,L,999999,1707.2999999999884,30.444682,1.546,1.595,2
2,3,1,L,999999,1705.0999999999767,30.445382,1.546,1.595,2
2,3,1,R,999999,1703.3000000000466,30.444682,1.546,1.595,2
2,3,1,R,999999,1702.0999999999767,30.444582,1.546,1.595,2
2,3,2,L,999999,1696.2999999999884,30.444882,1.546,1.595,2
2,3,2,L,999999,1699.0,30.444682,1.546,1.595,2
2,3,2,R,999999,1700.6999999999534,30.444482,1.546,1.595,2
2,3,2,R,999999,1700.9000000000233,30.444582,1.546,1.595,2
2,3,3,L,999999,999999,30.444682,1.546,1.595,2
2,3,3,L,999999,999999,30.445382,1.546,1.595,2
2,3,3,R,999999,999999,30.444482,1.546,1.595,2
2,3,3,R,999999,999999,30.444782,1.546,1.595,2
2,3,4,L,999999,1712.5999999999767,30.444982,1.546,1.595,2
2,3,4,L,999999,1704.5999999999767,30.444982,1.546,1.595,2
2,3,4,R,999999,1704.3000000000466,30.444682,1.546,1.595,2
2,3,4,R,999999,1704.8000000000466,30.444782,1.546,1.595,2
2,4,1,L,141208.7,999999,999999,1.546,1.498,2
2,4,1,R,141217.40000000002,999999,999999,1.546,1.498,2
2,4,2,L,141204.6,2332.7999999999884,27.582908,1.546,1.498,2
2,4,2,R,141210.69999999995,2326.0999999999767,27.582308,1.546,1.498,2
2,4,3,L,141196.0,2305.7000000000116,27.582808,1.546,1.498,2
2,4,3,R,141200.19999999995,2309.9000000000233,27.582608,1.546,1.498,2
2,4,4,L,141200.7,999999,27.583208,1.546,1.498,2
2,4,4,R,141199.69999999995,999999,27.582808,1.546,1.498,2
2,5,1,L,267698.5,7506.5,28.352328,1.546,1.498,2
2,5,1,R,267712.9,7514.900000000023,28.352228,1.546,1.463,2
2,5,2,L,267701.8,7508.599999999977,28.352428,1.546,1.463,2
2,5,2,R,267709.1,7513.900000000023,28.352028,1.546,1.463,2
2,5,3,L,267690.7,7508.299999999988,28.352228,1.546,1.463,2
2,5,3,R,267699.1,7502.400000000023,28.352328,1.546,1.463,2
2,5,4,L,267700.8,7510.700000000012,28.352428,1.546,1.463,2
2,5,4,R,267711.30000000005,7506.099999999977,28.352428,1.546,1.463,2
2,1,1,L,382495.3,11039.799999999988,23.206296,1.546,1.462,2
2,1,1,R,382498.6,11047.300000000047,23.206196,1.546,1.462,2
2,1,2,L,382497.0,11053.700000000012,23.206196,1.546,1.462,2
2,1,2,R,382492.6,11044.599999999977,23.206096,1.546,1.462,2
2,1,3,L,382478.4,11038.299999999988,23.206296,1.546,1.462,2
2,1,3,R,382496.30000000005,11044.400000000023,23.205996,1.546,1.462,2
2,1,4,L,382492.1,11050.299999999988,23.206696,1.546,1.462,2
2,1,4,R,382492.0,11038.099999999977,23.206196,1.546,1.462,2
3,4,1,L,999999,348.0999999999767,19.661322,1.605,1.498,3
3,4,1,L,999999,325.9000000000233,19.661522,1.605,1.498,3
3,4,1,R,999999,334.0,19.661122,1.605,1.498,3
3,4,1,R,999999,321.19999999995343,19.661522,1.605,1.498,3
3,4,2,L,999999,331.0999999999767,19.661722,1.605,1.498,3
3,4,2,L,999999,335.0999999999767,19.661422,1.605,1.498,3
3,4,2,R,999999,334.19999999995343,19.661522,1.605,1.498,3
3,4,2,R,999999,333.4000000000233,19.661522,1.605,1.498,3
3,4,3,L,999999,331.5,19.661722,1.605,1.498,3
3,4,3,L,999999,331.5,19.661622,1.605,1.498,3
3,4,3,R,999999,345.0,19.661322,1.605,1.498,3
3,4,3,R,999999,333.5,19.661039,1.605,1.498,3
3,4,4,L,999999,338.5,19.661539,1.605,1.498,3
3,4,4,L,999999,316.29999999998836,19.661339,1.605,1.498,3
3,4,4,R,999999,352.5,19.661539,1.605,1.498,3
3,4,4,R,999999,323.4000000000233,19.661439,1.605,1.498,3
3,5,1,L,44618.5,4374.299999999988,35.572244,1.605,1.463,3
3,5,1,R,44633.69999999995,4375.300000000047,35.571844,1.605,1.463,3
3,5,2,L,999999,4375.099999999977,35.572044,1.605,1.463,3
3,5,2,R,999999,4364.900000000023,35.571944,1.605,1.463,3
3,5,3,L,44128.0,4373.299999999988,35.571944,1.605,1.463,3
3,5,3,R,44132.09999999998,4373.599999999977,35.571775,1.605,1.463,3
3,5,4,L,999999,4364.599999999977,35.571875,1.605,1.463,3
3,5,4,R,999999,4358.099999999977,35.571875,1.605,1.463,3
3,1,1,L,113179.6,4616.599999999977,43.129445,1.605,1.462,3
3,1,1,R,113189.19999999995,4610.400000000023,43.129545,1.605,1.462,3
3,1,2,L,999999,4613.299999999988,43.129445,1.605,1.462,3
3,1,2,R,999999,4598.800000000047,43.129645,1.605,1.462,3
3,1,3,L,112685.9,4609.5,43.129045,1.605,1.462,3
3,1,3,R,112685.19999999995,4600.400000000023,43.129682,1.605,1.462,3
3,1,4,L,112679.5,4601.700000000012,43.129582,1.605,1.462,3
3,1,4,R,112668.80000000005,4612.199999999953,43.129682,1.605,1.462,3
3,2,1,L,225019.4,-2060.2999999999884,30.445108,1.605,1.527,3
3,2,1,R,225007.59999999998,-2057.5,30.445108,1.605,1.527,3
3,2,2,L,999999,-2069.2000000000116,30.444908,1.605,1.527,3
3,2,2,R,999999,-2053.8000000000466,30.444908,1.605,1.527,3
3,2,3,L,224512.1,-2054.0,30.445308,1.605,1.527,3
3,2,3,R,224522.90000000002,-2057.4000000000233,30.445034,1.605,1.527,3
3,2,4,L,224508.2,-2059.2000000000116,30.445034,1.605,1.527,3
3,2,4,R,224507.5,-2060.0999999999767,30.445034,1.605,1.527,3
4,5,1,L,647995.5,8486.799999999988,16.905449,1.543,1.463,4
4,5,1,L,647994.8,8483.900000000023,16.905249,1.543,1.463,4
4,5,1,R,648000.8,8486.400000000023,16.905263,1.543,1.463,4
4,5,1,R,647997.6000000001,8475.199999999953,16.904963,1.543,1.595,4
4,5,2,L,647994.3,8481.599999999977,16.905149,1.543,1.463,4
4,5,2,L,647996.8,8487.0,16.905349,1.543,1.463,4
4,5,2,R,648002.7,8479.5,16.905149,1.543,1.463,4
4,5,2,R,648001.6,8475.800000000047,16.905149,1.543,1.463,4
4,5,3,L,647995.6,8460.099999999977,16.905149,1.543,1.463,4
4,5,3,L,648002.5,8489.0,16.905134,1.543,1.463,4
4,5,3,R,648002.0,8485.800000000047,16.904734,1.543,1.463,4
4,5,3,R,647997.0,8477.900000000023,16.904834,1.543,1.463,4
4,5,4,L,647985.6,8482.599999999977,16.904934,1.543,1.463,4
4,5,4,L,647970.4,8492.099999999977,16.905034,1.543,1.463,4
4,5,4,R,647990.1000000001,8480.199999999953,16.904734,1.543,1.463,4
