5,1,Vertical,2768.7000000000116,1.456,1.452,0
5,1,Sdist,14.994006,1.456,1.452,0
5,1,Vertical,2770.7000000000116,1.456,1.452,0
5,1,Sdist,14.994206,1.456,1.452,0
5,1,Vertical,2754.6999999999534,1.456,1.452,0
5,1,Sdist,14.994306,1.456,1.452,0
5,1,Vertical,2768.6999999999534,1.456,1.452,0
5,1,Sdist,14.994106,1.456,1.452,0
5,1,Hz,1295998.1,1.456,1.452,0
5,1,Vertical,2773.5,1.456,1.452,0
5,1,Sdist,14.994406,1.456,1.452,0
5,1,Hz,1.9,1.456,1.452,0
5,1,Vertical,2773.7999999999884,1.456,1.452,0
5,1,Sdist,14.994319,1.456,1.452,0
5,1,Hz,2.5,1.456,1.452,0
5,1,Vertical,2766.6999999999534,1.456,1.452,0
5,1,Sdist,14.994019,1.456,1.452,0
5,1,Hz,11.199999999953434,1.456,1.452,0
5,1,Vertical,2775.0999999999767,1.456,1.452,0
5,1,Sdist,14.994219,1.456,1.452,0
5,1,Vertical,2769.4000000000233,1.456,1.452,0
5,1,Sdist,14.994619,1.456,1.452,0
5,1,Vertical,2776.2999999999884,1.456,1.452,0
5,1,Sdist,14.994019,1.456,1.452,0
5,1,Vertical,2770.3000000000466,1.456,1.452,0
5,1,Sdist,14.994219,1.456,1.452,0
5,1,Vertical,2772.0999999999767,1.456,1.452,0
5,1,Sdist,14.994319,1.456,1.452,0
5,1,Vertical,2774.5,1.456,1.452,0
5,1,Sdist,14.994219,1.456,1.452,0
5,1,Vertical,2770.2999999999884,1.456,1.452,0
5,1,Sdist,14.994219,1.456,1.452,0
5,1,Vertical,2774.4000000000233,1.456,1.452,0
5,1,Sdist,14.994319,1.456,1.452,0
5,1,Vertical,2765.0999999999767,1.456,1.452,0
5,1,Sdist,14.994419,1.456,1.452,0
5,2,Hz,197031.3,1.456,1.522,0
5,2,Vertical,-7737.700000000012,1.456,1.522,0
5,2,Sdist,28.354278,1.456,1.522,0
5,2,Hz,197036.80000000005,1.456,1.522,0
5,2,Vertical,-7742.5,1.456,1.522,0
5,2,Sdist,28.354178,1.456,1.522,0
5,2,Hz,197037.4,1.456,1.522,0
5,2,Vertical,-7737.900000000023,1.456,1.522,0
5,2,Sdist,28.354678,1.456,1.522,0
5,2,Hz,197037.40000000002,1.456,1.522,0
5,2,Vertical,-7745.199999999953,1.456,1.522,0
5,2,Sdist,28.354103,1.456,1.522,0
5,2,Hz,197035.3,1.456,1.522,0
5,2,Vertical,-7737.900000000023,1.456,1.522,0
5,2,Sdist,28.354503,1.456,1.522,0
5,2,Hz,197034.69999999995,1.456,1.522,0
5,2,Vertical,-7744.5,1.456,1.522,0
5,2,Sdist,28.354603,1.456,1.522,0
5,2,Hz,197033.5,1.456,1.522,0
5,2,Vertical,-7740.0,1.456,1.522,0
5,2,Sdist,28.354203,1.456,1.522,0
5,2,Hz,197032.80000000005,1.456,1.522,0
5,2,Vertical,-7747.400000000023,1.456,1.522,0
5,2,Sdist,28.354703,1.456,1.522,0
5,3,Hz,396926.7,1.456,1.595,0
5,3,Vertical,-4602.700000000012,1.456,1.595,0
5,3,Sdist,35.571525,1.456,1.595,0
5,3,Hz,396927.4,1.456,1.595,0
5,3,Vertical,-4605.699999999953,1.456,1.595,0
5,3,Sdist,35.571425,1.456,1.595,0
5,3,Hz,396927.8,1.456,1.595,0
5,3,Vertical,-4598.799999999988,1.456,1.595,0
5,3,Sdist,35.571725,1.456,1.595,0
5,3,Hz,396926.4,1.456,1.595,0
5,3,Vertical,-4606.099999999977,1.456,1.595,0
5,3,Sdist,35.571657,1.456,1.595,0
5,3,Hz,396929.9,1.456,1.595,0
5,3,Vertical,-4612.599999999977,1.456,1.595,0
5,3,Sdist,35.571357,1.456,1.595,0
5,3,Hz,396927.69999999995,1.456,1.595,0
5,3,Vertical,-4603.599999999977,1.456,1.595,0
5,3,Sdist,35.571257,1.456,1.595,0
5,3,Hz,396922.5,1.456,1.595,0
5,3,Vertical,-4605.400000000023,1.456,1.595,0
5,3,Sdist,35.571357,1.456,1.595,0
5,3,Hz,396915.80000000005,1.456,1.595,0
5,3,Vertical,-4605.800000000047,1.456,1.595,0
5,3,Sdist,35.571357,1.456,1.595,0
5,4,Hz,449021.0,1.456,1.498,0
5,4,Vertical,-8979.400000000023,1.456,1.498,0
5,4,Sdist,16.906345,1.456,1.498,0
5,4,Hz,449028.69999999995,1.456,1.498,0
5,4,Vertical,-8992.300000000047,1.456,1.498,0
5,4,Sdist,16.906445,1.456,1.498,0
5,4,Hz,449028.6,1.456,1.498,0
5,4,Vertical,-8985.900000000023,1.456,1.498,0
5,4,Sdist,16.90606,1.456,1.498,0
5,4,Hz,449026.1000000001,1.456,1.498,0
5,4,Vertical,-8981.199999999953,1.456,1.498,0
5,4,Sdist,16.90616,1.456,1.498,0
5,4,Hz,449021.6,1.456,1.498,0
5,4,Vertical,-8982.200000000012,1.456,1.498,0
5,4,Sdist,16.90596,1.456,1.498,0
5,4,Hz,449024.19999999995,1.456,1.498,0
5,4,Vertical,-8983.800000000047,1.456,1.498,0
5,4,Sdist,16.90636,1.456,1.498,0
5,4,Hz,449015.2,1.456,1.498,0
5,4,Vertical,-8981.200000000012,1.456,1.498,0
5,4,Sdist,16.90626,1.456,1.498,0
5,4,Hz,449023.19999999995,1.456,1.498,0
5,4,Vertical,-8982.300000000047,1.456,1.498,0
5,4,Sdist,16.90616,1.456,1.498,0
1,2,Vertical,-11374.900000000023,1.474,1.522,1
1,2,Sdist,23.208215,1.474,1.522,1
1,2,Vertical,-11381.400000000023,1.474,1.522,1
1,2,Sdist,23.208115,1.474,1.522,1
1,2,Vertical,-11377.699999999953,1.474,1.522,1
1,2,Sdist,23.208315,1.474,1.522,1
1,2,Vertical,-11387.800000000047,1.474,1.522,1
1,2,Sdist,23.208015,1.474,1.522,1
1,2,Vertical,-11374.5,1.474,1.522,1
1,2,Sdist,23.208215,1.474,1.522,1
1,2,Vertical,-11372.0,1.474,1.522,1
1,2,Sdist,23.208115,1.474,1.522,1
1,2,Vertical,-11377.400000000023,1.474,1.522,1
1,2,Sdist,23.208315,1.474,1.522,1
1,2,Vertical,-11371.900000000023,1.474,1.522,1
1,2,Sdist,23.208015,1.474,1.522,1
1,2,Vertical,-11372.799999999988,1.474,1.522,1
1,2,Sdist,23.208215,1.474,1.522,1
1,2,Vertical,-11375.099999999977,1.474,1.522,1
1,2,Sdist,23.208215,1.474,1.522,1
1,2,Vertical,-11376.199999999953,1.474,1.522,1
1,2,Sdist,23.207715,1.474,1.522,1
1,2,Vertical,-11374.699999999953,1.474,1.522,1
1,2,Sdist,23.208115,1.474,1.522,1
1,2,Sdist,23.208615,1.474,1.522,1
1,2,Sdist,23.208415,1.474,1.522,1
1,2,Sdist,23.208115,1.474,1.522,1
1,2,Sdist,23.208235,1.474,1.522,1
1,3,Vertical,-4831.400000000023,1.474,1.595,1
1,3,Sdist,43.128456,1.474,1.595,1
1,3,Vertical,-4844.0,1.474,1.595,1
1,3,Sdist,43.128556,1.474,1.595,1
1,3,Vertical,-4835.0,1.474,1.595,1
1,3,Sdist,43.128456,1.474,1.595,1
1,3,Vertical,-4846.400000000023,1.474,1.595,1
1,3,Sdist,43.128156,1.474,1.595,1
1,3,Hz,153457.5,1.474,1.595,1
1,3,Vertical,-4823.5,1.474,1.595,1
1,3,Sdist,43.128756,1.474,1.595,1
1,3,Hz,153459.19999999995,1.474,1.595,1
1,3,Vertical,-4837.599999999977,1.474,1.595,1
1,3,Sdist,43.128156,1.474,1.595,1
1,3,Hz,153467.8,1.474,1.595,1
1,3,Vertical,-4825.5,1.474,1.595,1
1,3,Sdist,43.128556,1.474,1.595,1
1,3,Hz,153471.90000000002,1.474,1.595,1
1,3,Vertical,-4824.199999999953,1.474,1.595,1
1,3,Sdist,43.128294,1.474,1.595,1
1,4,Vertical,-6938.799999999988,1.474,1.498,1
1,4,Sdist,28.280227,1.474,1.498,1
1,4,Vertical,-6933.599999999977,1.474,1.498,1
1,4,Sdist,28.280127,1.474,1.498,1
1,4,Vertical,-6941.200000000012,1.474,1.498,1
1,4,Sdist,28.280327,1.474,1.498,1
1,4,Vertical,-6937.199999999953,1.474,1.498,1
1,4,Sdist,28.280227,1.474,1.498,1
1,4,Hz,230075.0,1.474,1.498,1
1,4,Vertical,-6939.5,1.474,1.498,1
1,4,Sdist,28.280227,1.474,1.498,1
1,4,Hz,230069.0,1.474,1.498,1
1,4,Vertical,-6932.599999999977,1.474,1.498,1
1,4,Sdist,28.280427,1.474,1.498,1
1,4,Hz,230075.6,1.474,1.498,1
1,4,Vertical,-6939.900000000023,1.474,1.498,1
1,4,Sdist,28.280627,1.474,1.498,1
1,4,Hz,230083.09999999998,1.474,1.498,1
1,4,Vertical,-6933.800000000047,1.474,1.498,1
1,4,Sdist,28.280152,1.474,1.498,1
1,5,Hz,336094.4,1.474,1.463,1
1,5,Vertical,-3143.7000000000116,1.474,1.463,1
1,5,Sdist,14.994832,1.474,1.463,1
1,5,Hz,336096.80000000005,1.474,1.463,1
