测站点,观测方向,测回数,半测回标志,左盘方位角,竖直角,距离,测站高,棱镜高, 
p1,p2,0,L,0.1745343974,1.5726404376,43.3788382779,0.2865000069,0.2905,,0.17453791467732568,1.5726388234897932,43.378893833511114,
p1,p2,0,R,0.17454017301020697,1.5726346285795867,43.3788382779,0.2865000069,0.2905,,
p1,p2,1,L,0.1745434384,1.5726425651,43.3788382779,0.2865000069,0.2905,,
p1,p2,1,R,0.17453458611020703,1.572636168079586,43.3788382779,0.2865000069,0.2905,,
p1,p2,2,L,0.17454286090000004,1.5726443224,43.3790382781,0.2865000069,0.2905,,
p1,p2,2,R,0.17452962601020697,1.5726279011795858,43.378938278,0.2865000069,0.2905,,
p1,p2,3,L,0.1745402342,1.572645988,43.3788382779,0.2865000069,0.2905,,
p1,p2,3,R,0.17453452761020705,1.5726328009795862,43.3787382778,0.2865000069,0.2905,,
p1,p2,4,L,0.1745363434,1.5726491308,43.3788382779,0.2865000069,0.2905,,
p1,p2,4,R,0.1745384266102068,1.572634160979586,43.3788382779,0.2865000069,0.2905,,
p1,p2,5,L,0.1745370712,1.5726491101,43.378938278,0.2865000069,0.2905,,
p1,p2,5,R,0.1745378416102068,1.5726304170795864,43.378938278,0.2865000069,0.2905,,
p1,p2,6,L,0.1745384713,1.5726490079,43.3788382779,0.2865000069,0.2905,,
p1,p2,6,R,0.17454113981020702,1.5726290476795866,43.378938278,0.2865000069,0.2905,,
p1,p2,7,L,0.1745387277,1.5726492651,43.378938278,0.2865000069,0.2905,,
p1,p2,7,R,0.1745402610102067,1.5726285762795866,43.3790382781,0.2865000069,0.2905,,
p1,p2,8,L,0.17453454790000003,1.5726473668,43.378938278,0.2865000069,0.2905,,
p1,p2,8,R,0.17453979001020684,1.5726279281795863,43.378938278,0.2865000069,0.2905,,
p1,p5,0,L,5.0687365175,1.5715298444,63.8971563835,0.2865000069,0.289,,5.06873604162823,1.5715245553286818,63.89738416141111,
p1,p5,0,R,5.068731616189793,1.5715246240795864,63.8972563835,0.2865000069,0.2905,,
p1,p5,1,L,5.0687235248,1.5715351729,63.8973563836,0.2865000069,0.289,,
p1,p5,1,R,5.068738096089794,1.5715247010795865,63.8973563836,0.2865000069,0.289,,
p1,p5,2,L,5.0687415206,1.5715299139,63.8973563836,0.2865000069,0.289,,
p1,p5,2,R,5.068740541689794,1.571510922679586,63.8975563838,0.2865000069,0.289,,
p1,p5,3,L,5.068729236,1.5715319567,63.8973563836,0.2865000069,0.289,,
p1,p5,3,R,5.068730939889793,1.5715176241795863,63.8974563837,0.2865000069,0.289,,
p1,p5,4,L,5.0687313144,1.5715359043,63.8973563836,0.2865000069,0.289,,
p1,p5,4,R,5.068734213689793,1.571520797879586,63.8976563839,0.2865000069,0.289,,
p1,p5,5,L,5.0687328148,1.571531069,63.8974563837,0.2865000069,0.289,,
p1,p5,5,R,5.068740505789794,1.571510856679586,63.8973563836,0.2865000069,0.289,,
p1,p5,6,L,5.0687261137,1.5715289615,63.8974563837,0.2865000069,0.289,,
p1,p5,6,R,5.068736466489793,1.5715056720795861,63.8972563835,0.2865000069,0.289,,
p1,p5,7,L,5.0687396111,1.5715326120000004,63.8973563836,0.2865000069,0.289,,
p1,p5,7,R,5.068752444389793,1.5715165855795865,63.8972563835,0.2865000069,0.289,,
p1,p5,8,L,5.0687346732,1.5715380817,63.8974563837,0.2865000069,0.289,,
p1,p5,8,R,5.068748598989793,1.5715166952795858,63.8974563837,0.2865000069,0.289,,
p1,p2-1,0,L,0.1745415635,1.5726403828,43.378938278,0.2865000069,0.2905,,0.17453764992732565,1.5726405235231264,43.37887161126667,
p1,p2-1,0,R,0.17453633401020685,1.5726378140795862,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,1,L,0.1745428044,1.5726434145,43.3790382781,0.2865000069,0.2905,,
p1,p2-1,1,R,0.17453103851020701,1.572633194579586,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,2,L,0.17454153150000007,1.5726406489,43.3787382778,0.2865000069,0.2905,,
p1,p2-1,2,R,0.1745356904102069,1.5726393852795866,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,3,L,0.1745385757,1.5726401674,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,3,R,0.17453440141020682,1.572637917979586,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,4,L,0.1745357254,1.5726435832,43.378938278,0.2865000069,0.2905,,
p1,p2-1,4,R,0.17453764161020668,1.572639013679586,43.378938278,0.2865000069,0.2905,,
p1,p2-1,5,L,0.1745302973,1.5726539233000003,43.378938278,0.2865000069,0.2905,,
p1,p2-1,5,R,0.17454206841020703,1.5726312336795867,43.3788382779,0.2865000069,0.2905,,
p1,p2-1,6,L,0.17453689,1.5726474136,43.3787382778,0.2865000069,0.2905,,
p1,p2-1,6,R,0.17454115511020696,1.572632976579587,43.378938278,0.2865000069,0.2905,,
p1,p2-1,7,L,0.1745360185,1.5726476536,43.3786382777,0.2865000069,0.2905,,
p1,p2-1,7,R,0.1745410069102067,1.5726372601795868,43.378938278,0.2865000069,0.2905,,
p1,p2-1,8,L,0.1745360724,1.5726489541,43.378938278,0.2865000069,0.2905,,
p1,p2-1,8,R,0.17453888361020686,1.5726344859795862,43.378938278,0.2865000069,0.2905,,
p2,p1,0,L,0.17453760430000004,1.5689193413,43.3789250206,0.288500011,0.29,,0.1745433818217701,1.5689406991564596,43.378880576077776,
p2,p1,0,R,0.1745521334102067,1.5689561341795866,43.3788250204,0.288500011,0.29,,
