        p1, 0.2865000069
         9,          3, 0.0000011075, 0.0000033225        
          ,         p4, 0.0000000000, 00005.0255377820, 00004.7115226258, 69.4518001642,    0.28900, 2024- 4-18-10- 2-56,          0,           ,          2,          3
          ,         p3, 0.0000000000, 00004.7861906354, 00004.7149847338, 51.7774492257,    0.28900, 2024- 4-18-10- 3- 3,          0,           ,          2,          3
          ,         p1, 0.0000000000, 00003.3161331013, 00004.7142367834, 43.3786250198,    0.29000, 2024- 4-18-10- 3-12,          0,           ,          2,          3
        p3, 0.2865000069
         9,          4, 0.0000019496, 0.0000058487        
          ,         p2, 0.0000000000, 00000.1745458148, 00001.5733899837, 51.7772829850,    0.28700, 2024- 4-18-10-16-55,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254434474, 00001.5793561044, 22.7467243206,    0.28650, 2024- 4-18-10-18-44,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2484980686, 00001.5742333101, 28.9308581195,    0.28650, 2024- 4-18-10-20-47,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745745186, 00001.5733646167, 51.7773829856,    0.28700, 2024- 4-18-10-22- 1,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00003.3161469330, 00004.7098257946, 51.7772829850,    0.28700, 2024- 4-18-10-22-15,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3900997269, 00004.7089197930, 28.9305581179,    0.28700, 2024- 4-18-10-22-24,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838630579, 00004.7038391106, 22.7466243200,    0.28700, 2024- 4-18-10-22-33,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161443691, 00004.7098088518, 51.7773829856,    0.28700, 2024- 4-18-10-22-42,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00000.1746085559, 00001.5733574394, 51.7774829861,    0.28700, 2024- 4-18-10-23- 3,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254389573, 00001.5793508342, 22.7468243211,    0.28650, 2024- 4-18-10-23-13,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2484989057, 00001.5742437018, 28.9305581179,    0.28650, 2024- 4-18-10-23-22,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745445001, 00001.5733605773, 51.7774829861,    0.28700, 2024- 4-18-10-23-31,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00003.3161514667, 00004.7098168844, 51.7774829861,    0.28700, 2024- 4-18-10-23-41,          0,           ,          2,          5
          ,         p5, 0.0000000000, 00005.3901027293, 00004.7089249916, 28.9308581195,    0.28650, 2024- 4-18-10-23-50,          0,           ,          2,          5
          ,         p4, 0.0000000000, 00000.9838584392, 00004.7038375370, 22.7467243206,    0.28650, 2024- 4-18-10-23-59,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00003.3161431595, 00004.7098180621, 51.7774829861,    0.28700, 2024- 4-18-10-24- 8,          0,           ,          2,          5
          ,         p2, 0.0000000000, 00000.1745610390, 00001.5733670776, 51.7772829850,    0.28700, 2024- 4-18-10-24-18,          0,           ,          1,          5
          ,         p4, 0.0000000000, 00004.1254504672, 00001.5793565971, 22.7465243195,    0.28650, 2024- 4-18-10-24-28,          0,           ,          1,          5
          ,         p5, 0.0000000000, 00002.2484968423, 00001.5742458357, 28.9308581195,    0.28650, 2024- 4-18-10-24-37,          0,           ,          1,          5
          ,       p2-1, 0.0000000000, 00000.1745605199, 00001.5733497493, 51.7772829850,    0.28700, 2024- 4-18-10-24-46,          0,           ,          1,          5
